radio,mcc,net,area,cell,unit,lon,lat,range,samples,changeable,created,updated,averageSignal
LTE,222,1,43,129485001,83,13.6034828,46.1762947,0,1,1,1657389479,1657389479,
LTE,222,1,45,10527746,358,16.1887570,41.7731522,23,2,1,1654169725,1654169725,
LTE,222,1,45,10556182,249,16.1943393,41.7801007,214,8,1,1654169725,1654169725,
LTE,222,1,113,51595011,13,11.2496972,43.2666566,0,1,1,1657215227,1657215227,
LTE,222,1,113,51720705,0,11.1814948,43.2437821,3968,82,1,1598435448,1644070242,
LTE,222,1,113,51720706,349,11.1992492,43.2387432,13301,517,1,1591001956,1657215185,
LTE,222,1,117,51517441,80,10.3059365,44.0066158,2380,100,1,1657384024,1657384063,
LTE,222,1,117,51517442,79,10.2733960,43.9992223,577,18,1,1657384024,1657384024,
LTE,222,1,117,51517444,36,10.3110441,44.0124382,279,2,1,1657384063,1657384063,
LTE,222,1,117,51517445,37,10.2756884,43.9999437,116,6,1,1657384024,1657384024,
LTE,222,1,117,51831849,337,10.0952276,44.0479824,8171,43,1,1605694807,1655922954,
LTE,222,1,117,51831851,336,10.0558907,44.1217320,106,3,1,1653157847,1653157847,
LTE,222,1,117,51831869,446,10.0852549,44.1013206,5479,48,1,1646573989,1653157847,
LTE,222,1,119,51675649,,10.4093194,44.1097316,0,7,1,1655848438,1657582344,
LTE,222,1,121,51676971,289,11.3956721,43.6582673,0,1,1,1629011165,1629011165,
LTE,222,1,137,51777321,,10.1767774,42.7365574,190,13,1,1650393266,1650438565,
LTE,222,1,137,51777341,,10.2541088,42.7949078,9044,39,1,1650190544,1656318677,
LTE,222,1,140,51683842,411,11.4958526,43.0488735,45,2,1,1657215101,1657215101,
LTE,222,1,142,51602689,,10.7141432,43.1810585,0,1,1,1657084600,1657084600,
LTE,222,1,143,51663873,,10.5299393,43.3108895,0,48,1,1655204419,1655727527,
LTE,222,1,149,51751682,338,11.5720641,43.1849385,3794,6,1,1657215080,1657215080,
LTE,222,1,150,51550212,94,11.4775322,43.0696885,29225,12,1,1657215091,1657215185,
LTE,222,1,150,51579905,,10.8562938,43.1471095,0,5,1,1655348556,1655780541,
LTE,222,1,150,51579908,,10.8562938,43.1471095,0,13,1,1655262167,1657951668,
LTE,222,1,157,51333380,,11.2911559,43.7055251,0,1,1,1657157222,1657157222,
LTE,222,1,160,51672838,,11.5418666,43.5521744,0,1,1,1657239578,1657239578,
LTE,222,1,174,51542559,,11.8121076,43.3231145,0,1,1,1657949860,1657949860,
LTE,222,1,175,51459841,,11.8079603,43.2230164,2,9,1,1655406654,1657888232,
LTE,222,1,175,51486467,62,11.5846466,43.1676038,999,17,1,1657215080,1657215080,
LTE,222,1,175,51486470,67,11.4901941,43.2751092,86,4,1,1657215018,1657215018,
LTE,222,1,175,51559684,34,11.4869330,43.0784307,11391,85,1,1657215091,1657215162,
LTE,222,1,175,51559685,33,11.5018596,43.0429732,4303,55,1,1657215101,1657215156,
LTE,222,1,175,51559686,,11.4674402,43.0397767,0,2,1,1657714909,1657772389,
LTE,222,1,175,51564290,,11.7016290,42.9291939,11,10,1,1655331295,1657578203,
LTE,222,1,175,51564291,83,11.4949008,43.0484140,42,2,1,1657215101,1657215101,
LTE,222,1,175,51751937,177,11.5866103,43.1526353,1163,36,1,1657215080,1657215080,
LTE,222,1,175,51751938,179,11.5767349,43.1310771,3185,55,1,1657215080,1657215091,
LTE,222,1,176,51689001,483,11.5105071,43.2617582,6239,30,1,1657215018,1657215080,
LTE,222,1,176,51689021,397,11.5459561,43.2003477,85,3,1,1657215080,1657215080,
LTE,222,1,178,51322628,50,11.2096895,43.9611534,714,20,1,1657141507,1657141597,
LTE,222,1,178,51659778,,11.3803620,43.9596220,0,1,1,1657947690,1657947690,
LTE,222,1,185,51331333,203,11.1772721,43.8595096,350,11,1,1657141597,1657141597,
LTE,222,1,185,51332100,403,11.2089486,43.9540898,88,4,1,1657141597,1657141597,
LTE,222,1,185,51332101,404,11.1840588,43.8817476,2034,11,1,1657141597,1657141597,
LTE,222,1,185,51369476,10,11.1527586,43.8079324,142,6,1,1657141709,1657141709,
LTE,222,1,185,51711750,344,11.3621260,43.2697217,139,5,1,1657215162,1657215162,
LTE,222,1,187,51494973,,11.2912453,43.5643697,0,1,1,1657860920,1657860920,
LTE,222,1,187,51707137,,11.1719497,43.5422658,0,1,1,1657676076,1657676076,
LTE,222,1,187,51707138,286,11.1774607,43.4827048,13306,21,1,1657141880,1657141919,
LTE,222,1,187,51707139,282,11.1520553,43.4843971,201,8,1,1657141880,1657141880,
LTE,222,1,187,51707140,201,11.1955397,43.5152657,1351,20,1,1657141880,1657141880,
LTE,222,1,187,51707141,203,11.1888299,43.5061871,1243,31,1,1657141880,1657141880,
LTE,222,1,187,51755817,187,11.2173074,43.5337055,431,7,1,1657141880,1657141880,
LTE,222,1,187,51755818,188,11.2076208,43.5284472,876,20,1,1657141880,1657141880,
LTE,222,1,187,51755819,186,11.2134044,43.5460398,1173,27,1,1657141880,1657141880,
LTE,222,1,201,51309057,428,10.1627440,43.9732288,1348,108,1,1480102966,1645995655,
LTE,222,1,201,51309058,426,10.1782951,43.9738962,11522,1188,1,1443117626,1650897092,
LTE,222,1,201,51309059,427,10.1594986,43.9876279,11686,745,1,1442853607,1651338450,
LTE,222,1,201,51309060,306,10.1791586,43.9745948,16815,1645,1,1467771592,1645995655,
LTE,222,1,201,51309061,307,10.1652405,43.9732091,2425,423,1,1467822870,1650897087,
LTE,222,1,201,51309062,308,10.1611823,43.9869950,8411,1304,1,1467278120,1651338437,
LTE,222,1,201,51309065,467,10.1638699,43.9864346,1500,61,1,1594989758,1647800653,
LTE,222,1,201,51309569,357,10.2315849,43.9315949,19036,785,1,1436475569,1631656525,
LTE,222,1,201,51309572,94,10.2340526,43.9192473,2663,152,1,1600757345,1631656525,
LTE,222,1,201,51309573,,10.2309575,43.9563327,21,1130,1,1600789449,1651742832,
LTE,222,1,201,51309578,251,10.2288417,43.9102712,17,2,1,1631656525,1631656525,
LTE,222,1,201,51309579,,10.2310023,43.9563257,21,27,1,1633917247,1656035034,
LTE,222,1,201,51309830,17,10.1726950,43.9599126,1507,20,1,1545524645,1645995655,
LTE,222,1,201,51309831,389,10.1884321,43.9622124,2048,473,1,1534235378,1650897092,
LTE,222,1,201,51309833,387,10.1720083,43.9601271,244,15,1,1559329723,1645995655,
LTE,222,1,201,51309836,110,10.1731189,43.9624355,397,7,1,1586530154,1650897092,
LTE,222,1,201,51310084,21,10.2153877,43.9086789,419,41,1,1594779319,1632517105,
LTE,222,1,201,51310085,22,10.2635488,43.9246060,7826,31,1,1582550267,1632517105,
LTE,222,1,201,51310087,397,10.2178623,43.9083490,0,1,1,1632517105,1632517105,
LTE,222,1,201,51310338,304,10.2033596,43.9259085,22716,119,1,1433796289,1653157847,
LTE,222,1,201,51310596,34,10.2261433,43.9279127,14053,2441,1,1467278125,1645397334,
LTE,222,1,201,51310597,33,10.2176779,43.9360752,1983,540,1,1467237954,1645397334,
LTE,222,1,201,51310598,35,10.2132773,43.9434038,13112,1418,1,1467278125,1645397336,
LTE,222,1,201,51310654,,10.2357200,43.8837390,0,2,1,1653074419,1653116313,
LTE,222,1,201,51361284,315,10.1765108,43.9623787,486,41,1,1483468267,1645995655,
LTE,222,1,201,51361285,316,10.1689809,43.9627996,36871,232,1,1476977287,1645995655,
LTE,222,1,201,51361286,317,10.1826202,43.9743724,18232,343,1,1477234644,1645995655,
LTE,222,1,201,51361312,,10.1697229,43.9600724,1,3,1,1652736739,1655916548,
LTE,222,1,201,51361321,315,10.1888048,43.9660112,145,6,1,1650897087,1650897087,
LTE,222,1,201,51361322,,10.1696952,43.9600451,10,42,1,1648416724,1656193091,
LTE,222,1,201,51361341,375,10.1787473,43.9685930,178,5,1,1650897092,1650897092,
LTE,222,1,201,51361342,,10.1572046,43.9695168,13,15,1,1649194679,1655463236,
LTE,222,1,201,51389444,223,10.1496059,43.9827739,4888,66,1,1495265455,1645995655,
LTE,222,1,201,51389445,224,10.1512325,43.9713697,2248,359,1,1489001436,1645995655,
LTE,222,1,201,51389446,222,10.1364180,43.9832168,2539,476,1,1497054018,1645995655,
LTE,222,1,201,51389448,39,10.1501257,43.9730680,2288,85,1,1542073041,1645995655,
LTE,222,1,201,51389449,41,10.1397161,43.9821928,2577,128,1,1559796931,1655602024,
LTE,222,1,201,51389451,392,10.1490345,43.9731576,2261,28,1,1561420981,1645995655,
LTE,222,1,201,51389454,,10.1532824,43.9695421,288,6,1,1628906040,1653616442,
LTE,222,1,201,51441961,395,10.1686797,43.9569886,427,4,1,1625521705,1645995655,
LTE,222,1,201,51441962,394,10.1669355,43.9580051,381,15,1,1645995655,1645995655,
LTE,222,1,201,51441963,393,10.1686148,43.9585621,506,35,1,1625780748,1645995655,
LTE,222,1,201,51441981,292,10.1670050,43.9572640,334,6,1,1645995655,1645995655,
LTE,222,1,201,51441982,293,10.1680600,43.9603883,0,1,1,1627595287,1645995655,
LTE,222,1,201,51441983,291,10.1684943,43.9589585,148,4,1,1631914351,1645995655,
LTE,222,1,201,51466241,339,10.2196324,44.0076072,9783,106,1,1470646439,1651338450,
LTE,222,1,201,51506179,296,10.1891731,43.9845606,3201,283,1,1470989945,1651338450,
LTE,222,1,201,51506180,476,10.2107452,43.9795727,1705,183,1,1500401948,1651338450,
LTE,222,1,201,51506181,474,10.1993698,43.9741163,12918,3089,1,1497212002,1651338450,
LTE,222,1,201,51506182,475,10.1799313,43.9909711,11534,432,1,1499970942,1651338450,
LTE,222,1,201,51512069,486,10.1799872,43.9461189,33531,246,1,1499946919,1645995655,
LTE,222,1,201,51512072,493,10.1640286,43.9559862,30,2,1,1645995655,1645995655,
LTE,222,1,201,51512075,,9.9974358,44.0498785,6,3,1,1655564999,1655736471,
LTE,222,1,201,51517441,80,10.2928368,43.9979831,5218,872,1,1482782297,1651338450,
LTE,222,1,201,51517442,79,10.2627154,44.0014146,11610,1421,1,1482782297,1651338450,
LTE,222,1,201,51517444,36,10.3283068,43.9956158,1257,88,1,1651338442,1651338450,
LTE,222,1,201,51517445,37,10.2686949,43.9990058,899,33,1,1651338441,1651338450,
LTE,222,1,201,51554817,260,10.1620800,43.9662005,198,7,1,1645995655,1645995655,
LTE,222,1,201,51554818,258,10.1577308,43.9667847,626,46,1,1532894510,1645995655,
LTE,222,1,201,51584297,,10.4380453,44.0608504,0,6,1,1641562535,1652940171,
LTE,222,1,201,51600897,302,10.2536752,43.9343748,2288,151,1,1529990062,1626820249,
LTE,222,1,201,51600898,300,10.2485738,43.9342537,2643,55,1,1549437403,1626820249,
LTE,222,1,201,51601921,87,10.2217290,43.9861245,2220,42,1,1531773282,1651338450,
LTE,222,1,201,51601924,81,10.2175687,43.9807515,844,18,1,1573777757,1651338441,
LTE,222,1,201,51601926,83,10.1931570,43.9626472,1842,130,1,1567300706,1650897092,
LTE,222,1,201,51675140,268,10.1949768,43.9758721,755,6,1,1645995655,1651338441,
LTE,222,1,201,51675141,269,10.1855444,43.9699419,411,6,1,1581542673,1645995655,
LTE,222,1,201,51721988,183,10.2084398,43.9737902,7445,69,1,1574884214,1651338450,
LTE,222,1,201,51814152,,10.2308719,43.9564745,315,41,1,1608014685,1652518649,
LTE,222,1,201,52118037,,10.1697279,43.9577670,0,2,1,1633383695,1653506852,
LTE,222,1,201,52118038,330,10.1694429,43.9602518,43,4,1,1645995655,1650897092,
LTE,222,1,201,52118040,300,10.1710500,43.9573450,0,1,1,1645995655,1645995655,
LTE,222,1,201,52135209,479,10.1989897,43.9559007,657,33,1,1645397336,1650897087,
LTE,222,1,201,52135210,,10.2243016,43.9278373,0,5,1,1636668490,1651252635,
LTE,222,1,201,52135446,55,10.2077717,43.9492006,723,12,1,1645397336,1645397336,
LTE,222,1,201,52586517,229,10.1745649,43.9666925,212,9,1,1650897092,1650897092,
LTE,222,1,201,52586518,228,10.1685186,43.9627454,272,19,1,1650897092,1650897092,
LTE,222,1,201,52586519,230,10.1711947,43.9651977,126,4,1,1650897092,1650897092,
LTE,222,1,202,51337473,275,10.4968609,43.8395379,814,202,1,1433506015,1645397333,
LTE,222,1,202,51337475,274,10.4950882,43.8400358,548,113,1,1574627854,1645397333,
LTE,222,1,202,51358977,321,10.5424792,43.8904756,6945,92,1,1430261140,1631656481,
LTE,222,1,202,51358978,322,10.4898967,43.8392048,2788,307,1,1434208907,1631656489,
LTE,222,1,202,51358979,323,10.4790279,43.8439140,4890,289,1,1423741924,1631656489,
LTE,222,1,202,51362054,429,10.5151372,43.8429501,16781,1770,1,1446315224,1632517088,
LTE,222,1,202,51362149,15,10.5026194,43.8412277,133,30,1,1577535748,1631656489,
LTE,222,1,202,51362161,12,10.5025906,43.8400204,98,14,1,1582410469,1631656489,
LTE,222,1,202,51373061,61,10.4750319,43.8378298,13445,627,1,1425384142,1631656489,
LTE,222,1,202,51399682,52,10.5073989,43.8557001,30169,909,1,1423741923,1645381915,
LTE,222,1,202,51399683,53,10.5060282,43.8538823,11654,1637,1,1423741923,1632517088,
LTE,222,1,202,51403778,52,10.5001097,43.8490969,1521,468,1,1429251646,1632517088,
LTE,222,1,202,51408641,170,10.4180568,43.8540505,18906,1940,1,1425384142,1645397333,
LTE,222,1,202,51408642,169,10.3942171,43.8535475,541,10,1,1425384142,1645397333,
LTE,222,1,202,51409155,289,10.4440421,43.8580031,12049,430,1,1423741924,1632517088,
LTE,222,1,202,51409156,366,10.5028527,43.8777258,8166,441,1,1483544781,1645397333,
LTE,222,1,202,51409157,367,10.4366657,43.8487761,53553,441,1,1483544781,1645397333,
LTE,222,1,202,51409158,368,10.4435149,43.8564239,1280,198,1,1485199239,1632517091,
LTE,222,1,202,51412993,441,10.5281530,43.9008626,26494,146,1,1433383177,1632517091,
LTE,222,1,202,51412997,295,10.5039800,43.8406397,3566,493,1,1477776736,1645397333,
LTE,222,1,202,51413507,360,10.3115593,43.8785925,22494,1283,1,1489012168,1632517101,
LTE,222,1,202,51413508,476,10.3417849,43.8819898,7866,40,1,1587871258,1632517101,
LTE,222,1,202,51413510,474,10.3119325,43.8856323,3074,41,1,1581610781,1631656519,
LTE,222,1,202,51415041,33,10.5076394,43.8410557,6358,114,1,1432837633,1645381916,
LTE,222,1,202,51415044,492,10.5104429,43.8481420,8148,546,1,1430678267,1645397333,
LTE,222,1,202,51415046,494,10.5002599,43.8344620,4511,1592,1,1430087447,1645381916,
LTE,222,1,202,51424514,15,10.5180987,43.8321725,10124,283,1,1425244547,1645381915,
LTE,222,1,202,51424515,1,10.5065221,43.8557435,1525,116,1,1543337069,1632517091,
LTE,222,1,202,51424516,390,10.5142957,43.8513072,12251,984,1,1449918948,1645397333,
LTE,222,1,202,51424518,391,10.5058422,43.8454601,9218,254,1,1541356555,1645381915,
LTE,222,1,202,51424519,432,10.5080339,43.8442928,7240,1238,1,1429403422,1645397333,
LTE,222,1,202,51424770,380,10.5067427,43.7797204,7901,161,1,1541197684,1645381916,
LTE,222,1,202,51424772,422,10.5030592,43.8473693,1445,289,1,1541054707,1645381915,
LTE,222,1,202,51438849,438,10.4822057,43.8691973,1421,137,1,1441290041,1632517088,
LTE,222,1,202,51438850,439,10.4903329,43.8589145,1236,162,1,1441810356,1632517091,
LTE,222,1,202,51438851,440,10.4662263,43.8613960,7779,203,1,1438017417,1645397333,
LTE,222,1,202,51452929,150,10.4940720,43.8448133,14167,188,1,1442231745,1632517088,
LTE,222,1,202,51452930,151,10.4931875,43.8407312,10997,218,1,1441810356,1645381915,
LTE,222,1,202,51480836,,10.5052066,43.8374270,0,1,1,1638813130,1638813130,
LTE,222,1,202,51500545,225,10.4514303,43.9048047,2625,667,1,1491779450,1626820208,
LTE,222,1,202,51500546,226,10.4115722,43.9036227,4392,719,1,1474809770,1626820208,
LTE,222,1,202,51523329,414,10.4989161,43.8366682,2288,547,1,1478076459,1645397333,
LTE,222,1,202,51523330,415,10.4908295,43.8416260,10288,1050,1,1477948736,1645397333,
LTE,222,1,202,51545857,153,10.4806893,43.8436424,5511,91,1,1494451715,1645397333,
LTE,222,1,202,51545858,154,10.4869600,43.8333050,2062,509,1,1490122722,1645397333,
LTE,222,1,202,51545859,155,10.4747322,43.8339145,8990,1367,1,1490219120,1645397333,
LTE,222,1,202,51545860,90,10.4446136,43.8775263,14165,94,1,1499234533,1632517088,
LTE,222,1,202,51581954,308,10.5057343,43.8401503,1646,156,1,1509798888,1645381916,
LTE,222,1,202,51581955,306,10.4999453,43.8393632,1492,114,1,1541052715,1645381916,
LTE,222,1,202,51585567,,10.3537537,43.8558768,6,93,1,1628819774,1656644285,
LTE,222,1,202,51585577,450,10.3588303,43.8544286,375,20,1,1605581875,1632517091,
LTE,222,1,202,51627265,211,10.3412558,43.8681429,6026,32,1,1540140983,1632517101,
LTE,222,1,202,51627266,210,10.3612386,43.8552146,1373,100,1,1559329723,1632517091,
LTE,222,1,202,51652357,421,10.5024560,43.8427924,9020,155,1,1541052718,1645381916,
LTE,222,1,202,51652358,420,10.4954308,43.8454852,3648,630,1,1541201805,1645397333,
LTE,222,1,202,51652458,111,10.5037190,43.8426749,356,105,1,1541052718,1645381916,
LTE,222,1,202,51691014,24,10.3082313,43.8835627,5333,383,1,1555236840,1645397334,
LTE,222,1,202,51882025,106,10.4800601,43.8310168,2019,22,1,1619350655,1645397333,
LTE,222,1,202,51882026,151,10.4097658,43.8857557,7240,9,1,1613935974,1645397333,
LTE,222,1,202,51882027,150,10.4767153,43.8554465,2468,24,1,1631656489,1632517088,
LTE,222,1,202,51882028,110,10.4652225,43.8388843,504,12,1,1629476199,1645397333,
LTE,222,1,202,52280875,418,10.4756117,43.8350933,0,1,1,1645397333,1645397333,
LTE,222,1,202,52509728,,10.4860292,43.8477830,0,2,1,1656295552,1656643797,
LTE,222,1,202,52509738,,10.4860318,43.8477828,1,60,1,1647659151,1657079560,
LTE,222,1,202,52509974,,10.4860314,43.8477825,0,5,1,1653530714,1656997553,
LTE,222,1,202,52515605,3,10.5024322,43.8400312,28,2,1,1645381916,1645381916,
LTE,222,1,202,52515606,26,10.5024984,43.8410941,101,6,1,1645381916,1645381916,
LTE,222,1,202,52515617,174,10.5187100,43.8451867,0,1,1,1645397333,1645397333,
LTE,222,1,202,52515627,239,10.5120877,43.8412727,853,33,1,1645381916,1645397333,
LTE,222,1,202,52515628,12,10.5031444,43.8399716,54,10,1,1645381916,1645381916,
LTE,222,1,202,52515629,400,10.5025427,43.8418357,29,3,1,1645381916,1645381916,
LTE,222,1,202,52515647,,10.5061414,43.8475262,599,5,1,1647143453,1648266662,
LTE,222,1,202,52556549,,10.5058557,43.8404481,389,5,1,1650969722,1657825297,
LTE,222,1,203,51498251,,10.4137661,44.1327423,0,38,1,1650315556,1652024711,
LTE,222,1,203,51522564,,10.5500390,43.9811177,0,2,1,1641470928,1646400455,
LTE,222,1,203,51533058,133,10.7345516,44.1215441,17127,157,1,1496824230,1650148518,
LTE,222,1,203,51806218,,10.4137661,44.1327423,0,25,1,1652288284,1652516721,
LTE,222,1,203,51848745,,10.4205454,44.1038819,5873,15,1,1641482453,1641482453,
LTE,222,1,203,51848746,,10.4137144,44.1328520,0,63,1,1641543706,1650356818,
LTE,222,1,203,51848765,,10.4097646,44.1120396,2323,142,1,1618401411,1655675661,
LTE,222,1,204,51272193,389,10.2997978,43.8521203,35280,1605,1,1488431773,1636287138,
LTE,222,1,204,51272195,388,10.2548165,43.8949922,38215,1858,1,1489099739,1653157847,
LTE,222,1,204,51272196,248,10.2709226,43.8699978,57082,1356,1,1489012164,1636287138,
LTE,222,1,204,51272198,246,10.2585290,43.8877785,10507,2368,1,1489012220,1645397334,
LTE,222,1,204,51298564,325,10.2917069,43.8371717,17146,564,1,1489856822,1636287137,
LTE,222,1,204,51298566,324,10.2827236,43.8391053,5449,547,1,1492016768,1635961846,
LTE,222,1,204,51299330,452,10.3007763,43.8346220,11543,60,1,1492495281,1649694728,
LTE,222,1,204,51299333,416,10.2476225,43.8441810,26103,89,1,1497215845,1649694728,
LTE,222,1,204,51299336,177,10.2445444,43.8457698,18746,60,1,1593186045,1649694728,
LTE,222,1,204,51299841,458,10.2500378,43.8899434,12004,1310,1,1489856817,1636287102,
LTE,222,1,204,51299844,303,10.2522880,43.8909846,10192,311,1,1490442336,1636287102,
LTE,222,1,204,51302406,,10.2452830,43.8690077,669,197,1,1616745309,1651392067,
LTE,222,1,204,51327745,432,10.3184096,43.8044067,32056,1477,1,1490115158,1636287137,
LTE,222,1,204,51327747,434,10.2898647,43.8593264,7233,329,1,1489950054,1636287104,
LTE,222,1,204,51327748,75,10.3108125,43.8118020,20719,2674,1,1489856822,1636287137,
LTE,222,1,204,51327749,77,10.2983235,43.8292217,73497,2309,1,1489856822,1636287137,
LTE,222,1,204,51327750,76,10.2979356,43.8454204,12200,1029,1,1489693926,1636287138,
LTE,222,1,204,51327752,416,10.3012397,43.8283532,698,78,1,1540140983,1635961846,
LTE,222,1,204,51327753,415,10.2953010,43.8365245,23258,64,1,1540140983,1635961846,
LTE,222,1,204,51328003,177,10.2582786,43.8255368,10366,162,1,1501275177,1649694728,
LTE,222,1,204,51331843,314,10.2362034,43.8981075,7718,1148,1,1489856817,1636287102,
LTE,222,1,204,51336991,,10.2454516,43.8713588,611,2,1,1650702062,1651312320,
LTE,222,1,204,51336992,,10.2446349,43.8694548,125,115,1,1650569644,1651392271,
LTE,222,1,204,51336993,,10.2376561,43.8775264,314,6,1,1650647454,1650648197,
LTE,222,1,204,51337001,,10.2429854,43.8713145,304,9,1,1650562319,1651390303,
LTE,222,1,204,51337002,,10.2473837,43.8703571,2993,28,1,1627901644,1650799480,
LTE,222,1,204,51337003,,10.2406507,43.8737181,711,17,1,1650562143,1653211229,
LTE,222,1,204,51337022,,10.2445752,43.8694571,8,4,1,1650542186,1650904571,
LTE,222,1,204,51337023,353,10.0796983,44.1118632,157,6,1,1650647375,1653157847,
LTE,222,1,204,51353601,135,10.3095099,43.8583059,29395,1281,1,1489950054,1636287138,
LTE,222,1,204,51353602,137,10.2639036,43.8505106,4052,244,1,1488488480,1649694728,
LTE,222,1,204,51353604,54,10.2837313,43.8615677,10076,1521,1,1489856817,1636287138,
LTE,222,1,204,51353605,137,10.2656672,43.8513479,1956,239,1,1494876828,1649694728,
LTE,222,1,204,51419393,336,10.2839905,43.8843787,22056,1479,1,1489950054,1631656489,
LTE,222,1,204,51419395,337,10.2390310,43.9132287,10422,999,1,1489001436,1636287138,
LTE,222,1,204,51419396,96,10.2528338,43.8980944,5346,678,1,1496172911,1645397334,
LTE,222,1,204,51419397,97,10.2382847,43.8984856,1314,149,1,1496172911,1636287102,
LTE,222,1,204,51419398,98,10.2381278,43.9089820,14058,1236,1,1496167581,1645397334,
LTE,222,1,204,51421216,,10.2242404,43.9099902,9,7,1,1644670902,1657578663,
LTE,222,1,204,51421217,224,10.2303054,43.9073096,586,71,1,1631656525,1636287138,
LTE,222,1,204,51421226,63,10.2196132,43.9079530,1067,32,1,1612292663,1632517105,
LTE,222,1,204,51421227,64,10.2305414,43.9078543,4562,490,1,1612083438,1636287138,
LTE,222,1,204,51421245,,10.2202539,43.9001616,0,4,1,1638219252,1638219293,
LTE,222,1,204,51421246,12,10.0816729,44.1105646,70,3,1,1611931902,1653157847,
LTE,222,1,204,51421247,14,10.2344943,43.9089714,10635,364,1,1611881476,1636287138,
LTE,222,1,204,51464705,167,10.3068644,43.9507411,5574,35,1,1581606243,1651338445,
LTE,222,1,204,51464706,165,10.3356234,43.9203056,4529,86,1,1582550290,1626820208,
LTE,222,1,204,51464708,485,10.3030747,43.9361547,700,54,1,1612196855,1626820208,
LTE,222,1,204,51464709,484,10.3274749,43.9321635,3165,131,1,1612196855,1626820208,
LTE,222,1,204,51474946,214,10.2995598,43.9358796,4154,55,1,1582550308,1626820208,
LTE,222,1,204,51474947,215,10.2928322,43.9390058,6536,127,1,1561618290,1626820208,
LTE,222,1,204,51566082,353,10.2652392,43.8907040,4150,1299,1,1500401943,1645397334,
LTE,222,1,204,51610369,279,10.3574224,43.9112793,3440,88,1,1535889603,1626820208,
LTE,222,1,204,51610372,135,10.3551506,43.9119231,3199,33,1,1613935928,1626820208,
LTE,222,1,204,51610373,137,10.3339981,43.9177051,3089,321,1,1582550290,1626820208,
LTE,222,1,204,51615489,462,10.2870241,43.8805219,11109,716,1,1531228729,1632517101,
LTE,222,1,204,51615492,498,10.2883825,43.8872720,8630,809,1,1564884480,1645397334,
LTE,222,1,204,51669252,494,10.3397577,43.8788620,1000,103,1,1555236840,1645397334,
LTE,222,1,204,51669253,492,10.3340469,43.8774406,9610,44,1,1576584262,1645397334,
LTE,222,1,204,51669254,493,10.3145662,43.8803167,5426,201,1,1555236840,1645397334,
LTE,222,1,204,51717127,61,10.2299393,43.9033439,521,23,1,1593009903,1635961760,
LTE,222,1,204,51821831,90,10.2650264,43.8889721,29735,65,1,1611239064,1636287138,
LTE,222,1,204,51821832,91,10.2384319,43.9011939,714,21,1,1612292623,1636287138,
LTE,222,1,204,51821833,92,10.2347771,43.9076151,2022,80,1,1612083438,1636287138,
LTE,222,1,204,52158229,,10.2470946,43.8704814,244,30,1,1650559688,1650903873,
LTE,222,1,204,52158231,,10.2391636,43.8803062,1284,6,1,1628438425,1650813821,
LTE,222,1,204,52610592,,10.2482952,43.8820155,5,6,1,1654687669,1654687753,
LTE,222,1,204,52625439,,10.2483594,43.8819377,0,1,1,1654691070,1654691070,
LTE,222,1,204,52625450,,10.2333449,43.8861617,0,4,1,1650646482,1655847659,
LTE,222,1,204,52666173,,10.2755734,43.8324384,0,8,1,1655762009,1656365911,
LTE,222,1,204,52666175,,10.2748786,43.8613606,0,1,1,1655480749,1655480749,
LTE,222,1,205,51340034,41,10.3353296,43.5354636,3290,53,1,1435314029,1636287106,
LTE,222,1,205,51340037,502,10.3333268,43.5339768,1319,104,1,1435944042,1636287110,
LTE,222,1,205,51341061,411,10.3163875,43.5526108,321,16,1,1583240155,1646231189,
LTE,222,1,205,51341062,413,10.3115939,43.5518560,1499,224,1,1429376613,1646291228,
LTE,222,1,205,51341068,,10.3151233,43.5518053,324,36,1,1632705666,1655934089,
LTE,222,1,205,51342085,,10.3375759,43.5526539,47918,46,1,1629398211,1650896164,
LTE,222,1,205,51342086,131,10.3029659,43.5410021,1081,110,1,1581251449,1646291228,
LTE,222,1,205,51342090,,10.3056440,43.5460202,0,1,1,1629579062,1629579062,
LTE,222,1,205,51342091,,10.3062194,43.5437900,0,1,1,1629402969,1629402969,
LTE,222,1,205,51342092,0,10.3028207,43.5410456,636,50,1,1591505572,1644070410,
LTE,222,1,205,51343627,,10.3145903,43.5427086,0,1,1,1640898639,1640898639,
LTE,222,1,205,51343628,0,10.3019450,43.5375278,34,2,1,1634892124,1644070410,
LTE,222,1,205,51346177,0,10.3023899,43.5334185,804,77,1,1432385441,1644070410,
LTE,222,1,205,51346178,0,10.4350581,43.5803383,41620,1120,1,1430897280,1644070437,
LTE,222,1,205,51346180,0,10.3022641,43.5342710,393,8,1,1591505572,1644070410,
LTE,222,1,205,51346181,0,10.3048999,43.5295908,6176,19,1,1591505572,1644070410,
LTE,222,1,205,51346437,436,10.3054283,43.5511022,1496,58,1,1426528146,1646291228,
LTE,222,1,205,51346440,0,10.3051391,43.5489411,1271,20,1,1572432034,1644070410,
LTE,222,1,205,51347973,,10.3159358,43.5131992,1344,312,1,1615106439,1655790176,
LTE,222,1,205,51354379,,10.3436876,43.4985491,4,19,1,1582191428,1634201919,
LTE,222,1,205,51359491,,10.3004885,43.5959818,3993,2,1,1633846766,1633846766,
LTE,222,1,205,51359492,68,10.3098915,43.5535514,188,4,1,1646231189,1646291228,
LTE,222,1,205,51359493,66,10.3058723,43.5544868,241,7,1,1633172580,1646291228,
